API,Param,ratio,doc2.1_parsed_rmv1,tfdoc2.2
tf.nest.map_structure.yaml,*structure,0.967032967032967,"scalar, or tuple or list of constructed scalars and/or other tuples/lists, or scalars.  Note: numpy arrays are considered as scalars.","scalar, or tuple or dict or list of constructed scalars and/or other tuples/lists, or scalars. Note: numpy arrays are considered as scalars."
tf.nest.map_structure.yaml,**kwargs,0.995475113122172,"Valid keyword args are: `check_types`: If set to `True` (default) the types of iterables within the structures have to be same (e.g.`map_structure(func, [1], (1,))` raises a `TypeError`exception). To allow this set this argument to `False`. Note that namedtuples with identical name and fields are always considered to have the same shallow structure.`expand_composites`: If set to `True`, then composite tensors such as `tf.SparseTensor` and `tf.RaggedTensor` are expanded into their component tensors.  If `False` (the default), then composite tensors are not expanded. ","Valid keyword args are: check_types: If set to True (default) the types of iterables within the structures have to be same (e.g. map_structure(func, [1], (1,)) raises a TypeError exception). To allow this set this argument to False. Note that namedtuples with identical name and fields are always considered to have the same shallow structure. expand_composites: If set to True, then composite tensors such as tf.SparseTensor and tf.RaggedTensor are expanded into their component tensors. If False (the default), then composite tensors are not expanded."
tf.image.adjust_contrast.yaml,images,0.9841269841269841,Images to adjust.  At least 3-D.,Images to adjust. At least 3-D.
tf.autograph.to_code.yaml,experimental_optional_features,0.9928057553956835,"`None`, a tuple of, or a single`tf.autograph.experimental.Feature` value.","None, a tuple of, or a single tf.autograph.experimental.Feature value."
tf.image.random_flip_up_down.yaml,seed,0.9946524064171123,A Python integer. Used to create a random seed. See`tf.compat.v1.set_random_seed` for behavior.,A Python integer. Used to create a random seed. See tf.compat.v1.set_random_seed for behavior.
tf.graph_util.import_graph_def.yaml,input_map,0.9973333333333333,A dictionary mapping input names (as strings) in `graph_def`to `Tensor` objects. The values of the named input tensors in the imported graph will be re-mapped to the respective `Tensor` values.,A dictionary mapping input names (as strings) in graph_def to Tensor objects. The values of the named input tensors in the imported graph will be re-mapped to the respective Tensor values.
tf.graph_util.import_graph_def.yaml,return_elements,0.997134670487106,A list of strings containing operation names in`graph_def` that will be returned as `Operation` objects; and/or tensor names in `graph_def` that will be returned as `Tensor` objects.,A list of strings containing operation names in graph_def that will be returned as Operation objects; and/or tensor names in graph_def that will be returned as Tensor objects.
tf.graph_util.import_graph_def.yaml,name,0.9966555183946488,"(Optional.) A prefix that will be prepended to the names in`graph_def`. Note that this does not apply to imported function names. Defaults to `""import""`.","(Optional.) A prefix that will be prepended to the names in graph_def. Note that this does not apply to imported function names. Defaults to ""import""."
tf.graph_util.import_graph_def.yaml,producer_op_list,0.9985052316890882,"(Optional.) An `OpList` proto with the (possibly stripped) list of `OpDef`s used by the producer of the graph. If provided, unrecognized attrs for ops in `graph_def` that have their default value according to `producer_op_list` will be removed. This will allow some more`GraphDef`s produced by later binaries to be accepted by earlier binaries.","(Optional.) An OpList proto with the (possibly stripped) list of OpDefs used by the producer of the graph. If provided, unrecognized attrs for ops in graph_def that have their default value according to producer_op_list will be removed. This will allow some more GraphDefs produced by later binaries to be accepted by earlier binaries."
tf.config.set_logical_device_configuration.yaml,logical_devices,0.9968253968253968,"(optional) List of `tf.config.LogicalDeviceConfiguration`objects to allocate for the specified `PhysicalDevice`. If None, the default configuration will be used.","(optional) List of tf.config.LogicalDeviceConfiguration objects to allocate for the specified PhysicalDevice. If None, the default configuration will be used."
tf.scan.yaml,fn,0.9947089947089947,"The callable to be performed.  It accepts two arguments.  The first will have the same structure as `initializer` if one is provided, otherwise it will have the same structure as `elems`.  The second will have the same (possibly nested) structure as `elems`.  Its output must have the same structure as `initializer` if one is provided, otherwise it must have the same structure as `elems`.","The callable to be performed. It accepts two arguments. The first will have the same structure as initializer if one is provided, otherwise it will have the same structure as elems. The second will have the same (possibly nested) structure as elems. Its output must have the same structure as initializer if one is provided, otherwise it must have the same structure as elems."
tf.scan.yaml,elems,0.9973474801061007,"A tensor or (possibly nested) sequence of tensors, each of which will be unpacked along their first dimension.  The nested sequence of the resulting slices will be the first argument to `fn`.","A tensor or (possibly nested) sequence of tensors, each of which will be unpacked along their first dimension. The nested sequence of the resulting slices will be the first argument to fn."
tf.nn.ctc_loss.yaml,unique,0.9965156794425087,"(optional) Unique label indices as computed by ctc_unique_labels(labels).  If supplied, enable a faster, memory efficient implementation on TPU.","(optional) Unique label indices as computed by ctc_unique_labels(labels). If supplied, enable a faster, memory efficient implementation on TPU."
tf.image.non_max_suppression.yaml,max_output_size,0.9902912621359223,A scalar integer `Tensor` representing the maximum number of boxes to be selected by non max suppression.,A scalar integer Tensor representing the maximum number of boxes to be selected by non-max suppression.
tf.linalg.logdet.yaml,name,0.9885057471264368,A name to give this `Op`.  Defaults to `logdet`.,A name to give this Op. Defaults to logdet.
tf.expand_dims.yaml,axis,0.9967845659163987,"Integer specifying the dimension index at which to expand the shape of `input`. Given an input of D dimensions, `axis` must be in range`[-(D+1), D]` (inclusive).","Integer specifying the dimension index at which to expand the shape of input. Given an input of D dimensions, axis must be in range [-(D+1), D] (inclusive)."
tf.strings.unicode_encode.yaml,errors,0.9538461538461539,Specifies the response when an invalid codepoint is encountered (optional). One of:     * `'replace'`: Replace invalid codepoint with the       `replacement_char`. (default)     * `'ignore'`: Skip invalid codepoints.     * `'strict'`: Raise an exception for any invalid codepoint.,Specifies the response when an invalid codepoint is encountered (optional). One of: 'replace': Replace invalid codepoint with the replacement_char. (default) 'ignore': Skip invalid codepoints. 'strict': Raise an exception for any invalid codepoint.
tf.strings.unicode_encode.yaml,input,0.9940828402366864,"An `N+1` dimensional potentially ragged integer tensor with shape`[D1...DN, num_chars]`.","An N+1 dimensional potentially ragged integer tensor with shape [D1...DN, num_chars]."
tf.strings.unicode_encode.yaml,output_encoding,0.9957081545064378,"Unicode encoding that should be used to encode each codepoint sequence.  Can be `""UTF-8""`, `""UTF-16-BE""`, or `""UTF-32-BE""`.","Unicode encoding that should be used to encode each codepoint sequence. Can be ""UTF-8"", ""UTF-16-BE"", or ""UTF-32-BE""."
tf.nn.pool.yaml,strides,0.9922480620155039,"Optional. Sequence of N ints >= 1.  Defaults to [1]*N. If any value of strides is > 1, then all values of dilation_rate must be 1.","Optional. Sequence of N ints >= 1. Defaults to [1]N. If any value of strides is > 1, then all values of dilation_rate must be 1."
tf.nn.pool.yaml,data_format,0.9480354879594424,"A string or None.  Specifies whether the channel dimension of the `input` and output is the last dimension (default, or if `data_format`does not start with ""NC""), or the second dimension (if `data_format`starts with ""NC"").  For N=1, the valid values are ""NWC"" (default) and ""NCW"".  For N=2, the valid values are ""NHWC"" (default) and ""NCHW"". For N=3, the valid values are ""NDHWC"" (default) and ""NCDHW"".","A string or None. Specifies whether the channel dimension of the input and output is the last dimension (default, or if data_format does not start with ""NC""), or the second dimension (if data_format starts with ""NC""). For N=1, the valid values are ""NWC"" (default) and ""NCW"". For N=2, the valid values are ""NHWC"" (default) and ""NCHW"". For N=3, the valid values are ""NDHWC"" (default) and ""NCDHW""."
tf.nn.pool.yaml,dilations,0.9858156028368794,"Optional.  Dilation rate.  List of N ints >= 1. Defaults to [1]*N.  If any value of dilation_rate is > 1, then all values of strides must be 1.","Optional. Dilation rate. List of N ints >= 1. Defaults to [1]N. If any value of dilation_rate is > 1, then all values of strides must be 1."
tf.nn.pool.yaml,input,0.9962406015037594,"Tensor of rank N+2, of shape `[batch_size] + input_spatial_shape + [num_channels]` if data_format does not start with ""NC"" (default), or`[batch_size, num_channels] + input_spatial_shape` if data_format starts with ""NC"".  Pooling happens over the spatial dimensions only.","Tensor of rank N+2, of shape [batch_size] + input_spatial_shape + [num_channels] if data_format does not start with ""NC"" (default), or [batch_size, num_channels] + input_spatial_shape if data_format starts with ""NC"". Pooling happens over the spatial dimensions only."
tf.sparse.segment_sqrt_n.yaml,num_segments,0.9923664122137404,An optional int32 scalar. Indicates the size of the output`Tensor`.,An optional int32 scalar. Indicates the size of the output Tensor.
tf.sparse.segment_sqrt_n.yaml,indices,0.9923664122137404,A 1-D `Tensor` with indices into `data`. Has same rank as`segment_ids`.,A 1-D Tensor with indices into data. Has same rank as segment_ids.
tf.math.imag.yaml,input,0.9939393939393939,"A `Tensor`. Must be one of the following types: `float`, `double`,`complex64`, `complex128`.","A Tensor. Must be one of the following types: float, double, complex64, complex128."
tf.nn.atrous_conv2d_transpose.yaml,value,0.9960159362549801,"A 4-D `Tensor` of type `float`. It needs to be in the default `NHWC`format. Its shape is `[batch, in_height, in_width, in_channels]`.","A 4-D Tensor of type float. It needs to be in the default NHWC format. Its shape is [batch, in_height, in_width, in_channels]."
tf.nn.atrous_conv2d_transpose.yaml,filters,0.9969167523124358,"A 4-D `Tensor` with the same type as `value` and shape`[filter_height, filter_width, out_channels, in_channels]`. `filters`'`in_channels` dimension must match that of `value`. Atrous convolution is equivalent to standard convolution with upsampled filters with effective height `filter_height + (filter_height - 1) * (rate - 1)` and effective width `filter_width + (filter_width - 1) * (rate - 1)`, produced by inserting `rate - 1` zeros along consecutive elements across the`filters`' spatial dimensions.","A 4-D Tensor with the same type as value and shape [filter_height, filter_width, out_channels, in_channels]. filters' in_channels dimension must match that of value. Atrous convolution is equivalent to standard convolution with upsampled filters with effective height filter_height + (filter_height - 1) * (rate - 1) and effective width filter_width + (filter_width - 1) * (rate - 1), produced by inserting rate - 1 zeros along consecutive elements across the filters' spatial dimensions."
tf.nn.atrous_conv2d_transpose.yaml,rate,0.99836867862969,"A positive int32. The stride with which we sample input values across the `height` and `width` dimensions. Equivalently, the rate by which we upsample the filter values by inserting zeros across the `height` and`width` dimensions. In the literature, the same parameter is sometimes called `input stride` or `dilation`.","A positive int32. The stride with which we sample input values across the height and width dimensions. Equivalently, the rate by which we upsample the filter values by inserting zeros across the height and width dimensions. In the literature, the same parameter is sometimes called input stride or dilation."
tf.math.is_non_decreasing.yaml,name,0.9928057553956835,"A name for this operation (optional).  Defaults to ""is_non_decreasing""","A name for this operation (optional). Defaults to ""is_non_decreasing"""
tf.xla.experimental.compile.yaml,computation,0.9947089947089947,"A Python function that builds a computation to apply to the input. If the function takes n inputs, 'inputs' should be a list of n tensors.`computation` may return a list of operations and tensors.  Tensors must come before operations in the returned list.  The return value of`compile` is a list of tensors corresponding to the tensors from the output of `computation`.All `Operation`s returned from `computation` will be executed when evaluating any of the returned output tensors.","A Python function that builds a computation to apply to the input. If the function takes n inputs, 'inputs' should be a list of n tensors. computation may return a list of operations and tensors. Tensors must come before operations in the returned list. The return value of compile is a list of tensors corresponding to the tensors from the output of computation. All Operations returned from computation will be executed when evaluating any of the returned output tensors."
tf.keras.backend.rnn.yaml,time_major,0.9974747474747475,"Boolean. If true, the inputs and outputs will be in shape`(timesteps, batch, ...)`, whereas in the False case, it will be`(batch, timesteps, ...)`. Using `time_major = True` is a bit more efficient because it avoids transposes at the beginning and end of the RNN calculation. However, most TensorFlow data is batch-major, so by default this function accepts input and emits output in batch-major form.","Boolean. If true, the inputs and outputs will be in shape (timesteps, batch, ...), whereas in the False case, it will be (batch, timesteps, ...). Using time_major = True is a bit more efficient because it avoids transposes at the beginning and end of the RNN calculation. However, most TensorFlow data is batch-major, so by default this function accepts input and emits output in batch-major form."
tf.keras.backend.rnn.yaml,inputs,0.9926470588235294,"Tensor of temporal data of shape `(samples, time, ...)`(at least 3D), or nested tensors, and each of which has shape`(samples, time, ...)`.","Tensor of temporal data of shape (samples, time, ...) (at least 3D), or nested tensors, and each of which has shape (samples, time, ...)."
tf.keras.backend.rnn.yaml,initial_states,0.9979879275653923,"Tensor with shape `(samples, state_size)`(no time dimension), containing the initial values for the states used in the step function. In the case that state_size is in a nested shape, the shape of initial_states will also follow the nested structure.","Tensor with shape (samples, state_size) (no time dimension), containing the initial values for the states used in the step function. In the case that state_size is in a nested shape, the shape of initial_states will also follow the nested structure."
tf.function.yaml,func,0.9981916817359855,"the function to be compiled. If `func` is None, `tf.function` returns a decorator that can be invoked with a single argument - `func`. In other words, `tf.function(input_signature=...)(func)` is equivalent to`tf.function(func, input_signature=...)`. The former can be used as decorator.","the function to be compiled. If func is None, tf.function returns a decorator that can be invoked with a single argument - func. In other words, tf.function(input_signature=...)(func) is equivalent to tf.function(func, input_signature=...). The former can be used as decorator."
tf.function.yaml,input_signature,0.9969040247678018,"A possibly nested sequence of `tf.TensorSpec` objects specifying the shapes and dtypes of the Tensors that will be supplied to this function. If `None`, a separate function is instantiated for each inferred input signature.  If input_signature is specified, every input to`func` must be a `Tensor`, and `func` cannot accept `**kwargs`.","A possibly nested sequence of tf.TensorSpec objects specifying the shapes and dtypes of the Tensors that will be supplied to this function. If None, a separate function is instantiated for each inferred input signature. If input_signature is specified, every input to func must be a Tensor, and func cannot accept **kwargs."
tf.function.yaml,experimental_autograph_options,0.9914529914529915,Optional tuple of`tf.autograph.experimental.Feature` values.,Optional tuple of tf.autograph.experimental.Feature values.
tf.function.yaml,experimental_compile,0.996309963099631,"If True, the function is always compiled byXLA. XLA may be more efficient in some cases (e.g. TPU, XLA_GPU, dense tensor computations).","If True, the function is always compiled by XLA. XLA may be more efficient in some cases (e.g. TPU, XLA_GPU, dense tensor computations)."
tf.keras.backend.placeholder.yaml,ragged,0.9975062344139651,"Boolean, whether the placeholder should have a ragged type. In this case, values of 'None' in the 'shape' argument represent ragged dimensions. For more information about RaggedTensors, see thisguide.","Boolean, whether the placeholder should have a ragged type. In this case, values of 'None' in the 'shape' argument represent ragged dimensions. For more information about RaggedTensors, see this guide."
tf.saved_model.save.yaml,signatures,0.998158379373849,"Optional, either a `tf.function` with an input signature specified or the result of `f.get_concrete_function` on a`@tf.function`-decorated function `f`, in which case `f` will be used to generate a signature for the SavedModel under the default serving signature key. `signatures` may also be a dictionary, in which case it maps from signature keys to either `tf.function` instances with input signatures or concrete functions. The keys of such a dictionary may be arbitrary strings, but will typically be from the`tf.saved_model.signature_constants` module.","Optional, either a tf.function with an input signature specified or the result of f.get_concrete_function on a @tf.function-decorated function f, in which case f will be used to generate a signature for the SavedModel under the default serving signature key. signatures may also be a dictionary, in which case it maps from signature keys to either tf.function instances with input signatures or concrete functions. The keys of such a dictionary may be arbitrary strings, but will typically be from the tf.saved_model.signature_constants module."
tf.nn.max_pool.yaml,input,0.9981167608286252,"Tensor of rank N+2, of shape `[batch_size] + input_spatial_shape + [num_channels]` if `data_format` does not start with ""NC"" (default), or`[batch_size, num_channels] + input_spatial_shape` if data_format starts with ""NC"". Pooling happens over the spatial dimensions only.","Tensor of rank N+2, of shape [batch_size] + input_spatial_shape + [num_channels] if data_format does not start with ""NC"" (default), or [batch_size, num_channels] + input_spatial_shape if data_format starts with ""NC"". Pooling happens over the spatial dimensions only."
tf.ragged.stack_dynamic_partitions.yaml,partitions,0.994535519125683,"An `int32` or `int64` `Tensor` or `RaggedTensor` specifying the partition that each slice of `data` should be added to.`partitions.shape` must be a prefix of `data.shape`.  Values must be greater than or equal to zero, and less than `num_partitions`.`partitions` is not required to be sorted.","An int32 or int64 Tensor or RaggedTensor specifying the partition that each slice of data should be added to. partitions.shape must be a prefix of data.shape. Values must be greater than or equal to zero, and less than num_partitions. partitions is not required to be sorted."
tf.ragged.stack_dynamic_partitions.yaml,num_partitions,0.9957446808510638,An `int32` or `int64` scalar specifying the number of partitions to output.  This determines the number of rows in `output`.,An int32 or int64 scalar specifying the number of partitions to output. This determines the number of rows in output.
tf.squeeze.yaml,axis,0.9963369963369964,"An optional list of `ints`. Defaults to `[]`. If specified, only squeezes the dimensions listed. The dimension index starts at 0. It is an error to squeeze a dimension that is not 1. Must be in the range`[-rank(input), rank(input))`. Must be specified if `input` is a`RaggedTensor`.","An optional list of ints. Defaults to []. If specified, only squeezes the dimensions listed. The dimension index starts at 0. It is an error to squeeze a dimension that is not 1. Must be in the range [-rank(input), rank(input)). Must be specified if input is a RaggedTensor."
tf.ragged.stack.yaml,axis,0.9978308026030369,"A python integer, indicating the dimension along which to stack. (Note: Unlike `tf.stack`, the `axis` parameter must be statically known.) Negative values are supported only if the rank of at least one`values` value is statically known.","A python integer, indicating the dimension along which to stack. (Note: Unlike tf.stack, the axis parameter must be statically known.) Negative values are supported only if the rank of at least one values value is statically known."
tf.ragged.stack.yaml,values,0.9913544668587896,"A list of `tf.Tensor` or `tf.RaggedTensor`.  May not be empty. All`values` must have the same rank and the same dtype; but unlike`tf.stack`, they can have arbitrary dimension sizes.","A list of tf.Tensor or tf.RaggedTensor. May not be empty. All values must have the same rank and the same dtype; but unlike tf.stack, they can have arbitrary dimension sizes."
tf.train.checkpoints_iterator.yaml,timeout_fn,0.9949748743718593,"Optional function to call after a timeout.  If the function returns True, then it means that no new checkpoints will be generated and the iterator will exit.  The function is called with no arguments.","Optional function to call after a timeout. If the function returns True, then it means that no new checkpoints will be generated and the iterator will exit. The function is called with no arguments."
tf.math.logical_and.yaml,y,0.9361702127659575,A `Tensor` of type `bool`.,A tf.Tensor of type bool.
tf.dynamic_partition.yaml,partitions,0.9934640522875817,"A `Tensor` of type `int32`. Any shape.  Indices in the range `[0, num_partitions)`.","A Tensor of type int32. Any shape. Indices in the range [0, num_partitions)."
tf.math.logical_xor.yaml,x,0.926829268292683,A `Tensor` type bool.,A tf.Tensor type bool.
tf.math.logical_xor.yaml,y,0.9361702127659575,A `Tensor` of type bool.,A tf.Tensor of type bool.
tf.nn.conv1d_transpose.yaml,input,0.9929078014184397,"A 3-D `Tensor` of type `float` and shape`[batch, in_width, in_channels]` for `NWC` data format or`[batch, in_channels, in_width]` for `NCW` data format.","A 3-D Tensor of type float and shape [batch, in_width, in_channels] for NWC data format or [batch, in_channels, in_width] for NCW data format."
tf.nn.conv1d_transpose.yaml,filters,0.9901639344262295,"A 3-D `Tensor` with the same type as `value` and shape`[filter_width, output_channels, in_channels]`.  `filter`'s`in_channels` dimension must match that of `value`.","A 3-D Tensor with the same type as value and shape [filter_width, output_channels, in_channels]. filter's in_channels dimension must match that of value."
tf.nn.conv1d_transpose.yaml,strides,0.9957446808510638,An int or list of `ints` that has length `1` or `3`.  The number of entries by which the filter is moved right at each step.,An int or list of ints that has length 1 or 3. The number of entries by which the filter is moved right at each step.
tf.zeros_like.yaml,dtype,0.9570957095709571,"A type for the returned `Tensor`. Must be `float16`, `float32`,`float64`, `int8`, `uint8`, `int16`, `uint16`, `int32`, `int64`,`complex64`, `complex128`, `bool` or `string`.","A type for the returned Tensor. Must be float16, float32, float64, int8, uint8, int16, uint16, int32, int64, complex64, complex128, bool or string (optional)."
tf.random.gamma.yaml,beta,0.9973045822102425,A Tensor or Python value or N-D array of type `dtype`. Defaults to 1.`beta` provides the inverse scale parameter(s) of the gamma distribution(s) to sample. Must be broadcastable with `alpha`.,A Tensor or Python value or N-D array of type dtype. Defaults to 1. beta provides the inverse scale parameter(s) of the gamma distribution(s) to sample. Must be broadcastable with alpha.
tf.random.gamma.yaml,dtype,0.9928057553956835,"The type of alpha, beta, and the output: `float16`, `float32`, or`float64`.","The type of alpha, beta, and the output: float16, float32, or float64."
tf.random.gamma.yaml,seed,0.9090909090909091,A Python integer. Used to create a random seed for the distributions. See`tf.compat.v1.set_random_seed`for behavior.,A Python integer. Used to create a random seed for the distributions. See tf.random.set_seed for behavior.
tf.random.gamma.yaml,alpha,0.9970674486803519,A Tensor or Python value or N-D array of type `dtype`. `alpha`provides the shape parameter(s) describing the gamma distribution(s) to sample. Must be broadcastable with `beta`.,A Tensor or Python value or N-D array of type dtype. alpha provides the shape parameter(s) describing the gamma distribution(s) to sample. Must be broadcastable with beta.
tf.estimator.regressor_parse_example_spec.yaml,label_dtype,0.9928057553956835,A `tf.dtype` identifies the type of labels. By default it is`tf.float32`.,A tf.dtype identifies the type of labels. By default it is tf.float32.
tf.estimator.regressor_parse_example_spec.yaml,label_default,0.9970674486803519,"used as label if label_key does not exist in given tf.Example. By default default_value is none, which means`tf.parse_example` will error out if there is any missing label.","used as label if label_key does not exist in given tf.Example. By default default_value is none, which means tf.parse_example will error out if there is any missing label."
tf.estimator.regressor_parse_example_spec.yaml,weight_column,0.9977973568281938,"A string or a `NumericColumn` created by`tf.feature_column.numeric_column` defining feature column representing weights. It is used to down weight or boost examples during training. It will be multiplied by the loss of the example. If it is a string, it is used as a key to fetch weight tensor from the `features`. If it is a`NumericColumn`, raw tensor is fetched by key `weight_column.key`, then weight_column.normalizer_fn is applied on it to get weight tensor.","A string or a NumericColumn created by tf.feature_column.numeric_column defining feature column representing weights. It is used to down weight or boost examples during training. It will be multiplied by the loss of the example. If it is a string, it is used as a key to fetch weight tensor from the features. If it is a NumericColumn, raw tensor is fetched by key weight_column.key, then weight_column.normalizer_fn is applied on it to get weight tensor."
tf.keras.backend.ctc_batch_cost.yaml,y_true,0.9921259842519685,"tensor `(samples, max_string_length)`containing the truth labels.","tensor (samples, max_string_length) containing the truth labels."
tf.keras.backend.ctc_batch_cost.yaml,y_pred,0.9948186528497409,"tensor `(samples, time_steps, num_categories)`containing the prediction, or output of the softmax.","tensor (samples, time_steps, num_categories) containing the prediction, or output of the softmax."
tf.math.conj.yaml,x,0.990990990990991,`Tensor` to conjugate.  Must have numeric or variant type.,Tensor to conjugate. Must have numeric or variant type.
tf.random.uniform.yaml,minval,0.993421052631579,"A Tensor or Python value of type `dtype`, broadcastable with`maxval`. The lower bound on the range of random values to generate (inclusive).  Defaults to 0.","A Tensor or Python value of type dtype, broadcastable with maxval. The lower bound on the range of random values to generate (inclusive). Defaults to 0."
tf.random.uniform.yaml,maxval,0.9971988795518207,"A Tensor or Python value of type `dtype`, broadcastable with`minval`. The upper bound on the range of random values to generate (exclusive). Defaults to 1 if `dtype` is floating point.","A Tensor or Python value of type dtype, broadcastable with minval. The upper bound on the range of random values to generate (exclusive). Defaults to 1 if dtype is floating point."
tf.nn.fractional_max_pool.yaml,overlapping,0.9235294117647059,"An optional `bool`.  Defaults to `False`.  When set to `True`, it means when pooling, the values at the boundary of adjacent pooling cells are used by both cells. For example:`index  0  1  2  3  4``value  20 5  16 3  7`If the pooling sequence is [0, 2, 4], then 16, at index 2 will be used twice.  The result would be [20, 16] for fractional max pooling.","An optional bool. Defaults to False. When set to True, it means when pooling, the values at the boundary of adjacent pooling cells are used by both cells. For example: index 0 1 2 3 4 value 20 5 16 3 7 If the pooling sequence is [0, 2, 4], then 16, at index 2 will be used twice. The result would be [20, 16] for fractional max pooling."
tf.nn.fractional_max_pool.yaml,seed,0.990228013029316,"An optional `int`.  Defaults to `0`.  If set to be non-zero, the random number generator is seeded by the given seed.  Otherwise it is seeded by a random seed.","An optional int. Defaults to 0. If set to be non-zero, the random number generator is seeded by the given seed. Otherwise it is seeded by a random seed."
tf.nn.fractional_max_pool.yaml,pooling_ratio,0.9987878787878788,"An int or list of `ints` that has length `1`, `2` or `4`. Pooling ratio for each dimension of `value`, currently only supports row and col dimension and should be >= 1.0. For example, a valid pooling ratio looks like [1.0, 1.44, 1.73, 1.0]. The first and last elements must be 1.0 because we don't allow pooling on batch and channels dimensions.  1.44 and 1.73 are pooling ratio on height and width dimensions respectively.","An int or list of ints that has length 1, 2 or 4. Pooling ratio for each dimension of value, currently only supports row and col dimension and should be >= 1.0. For example, a valid pooling ratio looks like [1.0, 1.44, 1.73, 1.0]. The first and last elements must be 1.0 because we don't allow pooling on batch and channels dimensions. 1.44 and 1.73 are pooling ratio on height and width dimensions respectively."
tf.where.yaml,condition,0.9333333333333333,A `Tensor` of type `bool`,A tf.Tensor of type bool
tf.math.ceil.yaml,x,0.9461077844311377,"A `Tensor`. Must be one of the following types: `bfloat16`, `half`, `float32`, `float64`.","A tf.Tensor. Must be one of the following types: bfloat16, half, float32, float64. int32"
tf.xla.experimental.jit_scope.yaml,compile_ops,0.9967213114754099,"Whether to enable or disable compilation in the scope. Either a Python bool, or a callable that accepts the parameter`node_def` and returns a python bool.","Whether to enable or disable compilation in the scope. Either a Python bool, or a callable that accepts the parameter node_def and returns a python bool."
tf.nn.avg_pool2d.yaml,input,0.9953051643192489,"A 4-D `Tensor` of shape `[batch, height, width, channels]` and type`float32`, `float64`, `qint8`, `quint8`, or `qint32`.","A 4-D Tensor of shape [batch, height, width, channels] and type float32, float64, qint8, quint8, or qint32."
tf.data.experimental.bucket_by_sequence_length.yaml,padded_shapes,0.9955555555555555,"Nested structure of `tf.TensorShape` to pass to`tf.data.Dataset.padded_batch`. If not provided, will use`dataset.output_shapes`, which will result in variable length dimensions being padded out to the maximum length in each batch.","Nested structure of tf.TensorShape to pass to tf.data.Dataset.padded_batch. If not provided, will use dataset.output_shapes, which will result in variable length dimensions being padded out to the maximum length in each batch."
tf.data.experimental.bucket_by_sequence_length.yaml,padding_values,0.9942196531791907,"Values to pad with, passed to`tf.data.Dataset.padded_batch`. Defaults to padding with 0.","Values to pad with, passed to tf.data.Dataset.padded_batch. Defaults to padding with 0."
tf.data.experimental.bucket_by_sequence_length.yaml,drop_remainder,0.9974811083123426,"(Optional.) A `tf.bool` scalar `tf.Tensor`, representing whether the last batch should be dropped in the case it has fewer than`batch_size` elements; the default behavior is not to drop the smaller batch.","(Optional.) A tf.bool scalar tf.Tensor, representing whether the last batch should be dropped in the case it has fewer than batch_size elements; the default behavior is not to drop the smaller batch."
tf.data.experimental.bucket_by_sequence_length.yaml,bucket_batch_sizes,0.9935483870967742,"`list<int>`, batch size per bucket. Length should be`len(bucket_boundaries) + 1`.","list<int>, batch size per bucket. Length should be len(bucket_boundaries) + 1."
tf.lite.experimental.load_delegate.yaml,library,0.9904761904761905,Name of shared library containing theTfLiteDelegate.,Name of shared library containing the TfLiteDelegate.
tf.keras.backend.set_learning_phase.yaml,value,0.9781021897810219,"Learning phase value, either 0 or 1 (integers).    0 = test, 1 = train","Learning phase value, either 0 or 1 (integers). 0 = test, 1 = train"
tf.strings.unicode_split.yaml,errors,0.994059405940594,Specifies the response when an input string can't be converted using the indicated encoding. One of: `'strict'`: Raise an exception for any illegal substrings.`'replace'`: Replace illegal substrings with `replacement_char`.`'ignore'`: Skip illegal substrings. ,Specifies the response when an input string can't be converted using the indicated encoding. One of: 'strict': Raise an exception for any illegal substrings. 'replace': Replace illegal substrings with replacement_char. 'ignore': Skip illegal substrings.
tf.strings.unicode_split.yaml,input,0.98989898989899,An `N` dimensional potentially ragged `string` tensor with shape`[D1...DN]`.  `N` must be statically known.,An N dimensional potentially ragged string tensor with shape [D1...DN]. N must be statically known.
tf.nn.convolution.yaml,strides,0.9905956112852664,"Optional.  Sequence of N ints >= 1.  Specifies the output stride. Defaults to [1]*N.  If any value of strides is > 1, then all values of dilation_rate must be 1.","Optional. Sequence of N ints >= 1. Specifies the output stride. Defaults to [1]*N. If any value of strides is > 1, then all values of dilation_rate must be 1."
tf.nn.convolution.yaml,data_format,0.9480354879594424,"A string or None.  Specifies whether the channel dimension of the `input` and output is the last dimension (default, or if `data_format`does not start with ""NC""), or the second dimension (if `data_format`starts with ""NC"").  For N=1, the valid values are ""NWC"" (default) and ""NCW"".  For N=2, the valid values are ""NHWC"" (default) and ""NCHW"". For N=3, the valid values are ""NDHWC"" (default) and ""NCDHW"".","A string or None. Specifies whether the channel dimension of the input and output is the last dimension (default, or if data_format does not start with ""NC""), or the second dimension (if data_format starts with ""NC""). For N=1, the valid values are ""NWC"" (default) and ""NCW"". For N=2, the valid values are ""NHWC"" (default) and ""NCHW"". For N=3, the valid values are ""NDHWC"" (default) and ""NCDHW""."
tf.nn.convolution.yaml,input,0.9954954954954955,"An (N+2)-D `Tensor` of type `T`, of shape`[batch_size] + input_spatial_shape + [in_channels]` if data_format does not start with ""NC"" (default), or`[batch_size, in_channels] + input_spatial_shape` if data_format starts with ""NC"".","An (N+2)-D Tensor of type T, of shape [batch_size] + input_spatial_shape + [in_channels] if data_format does not start with ""NC"" (default), or [batch_size, in_channels] + input_spatial_shape if data_format starts with ""NC""."
