,idx,freq,sequence,sentence,api,len,cat,pat
3298,121,12,"['output', 'size']",the target output size (single integer or double-integer tuple),torch.nn.quantized.functional.adaptive_avg_pool2d.yaml,2,"dtype(int) + structure(tuple) + ndim(0,1) + shape([3])",
3300,121,12,"['output', 'size']",the target output size (single integer or double-integer tuple),torch.nn.functional.adaptive_max_pool2d.yaml,2,"dtype(int) + structure(tuple) + ndim(0,1) + shape([3])",
3301,121,12,"['output', 'size']",the target output size (single integer or double-integer tuple),torch.nn.functional.adaptive_avg_pool2d.yaml,2,"dtype(int) + structure(tuple) + ndim(0,1) + shape([3])",
3302,121,12,"['output', 'size']","If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same.",torch.nn.quantized.functional.interpolate.yaml,2,dtype(bool),
3304,121,12,"['output', 'size']","If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same.",torch.nn.functional.interpolate.yaml,2,dtype(bool),
3494,137,12,"['reduction', 'mean', 'sum']",Specifies the reduction to apply to the output: `'none'` | `'mean'` | `'sum'`.,torch.nn.functional.binary_cross_entropy_with_logits.yaml,3,enum,
3488,137,12,"['reduction', 'mean', 'sum']",Specifies the reduction to apply to the output: `'none'` | `'mean'` | `'sum'`.,torch.nn.functional.binary_cross_entropy.yaml,3,enum,
3492,137,12,"['reduction', 'mean', 'sum']",Specifies the reduction to apply to the output: `'none'` | `'mean'` | `'sum'`.,torch.nn.functional.cross_entropy.yaml,3,enum,
3486,137,12,"['reduction', 'mean', 'sum']",Specifies the reduction to apply to the output: `'none'` | `'mean'` | `'sum'`.,torch.nn.functional.ctc_loss.yaml,3,enum,
3490,137,12,"['reduction', 'mean', 'sum']",Specifies the reduction to apply to the output: `'none'` | `'mean'` | `'sum'`.,torch.nn.functional.nll_loss.yaml,3,enum,
3496,137,12,"['reduction', 'mean', 'sum']",Specifies the reduction to apply to the output: `'none'` | `'mean'` | `'sum'`.,torch.nn.functional.poisson_nll_loss.yaml,3,enum,
3426,132,12,"['selected', 'device']",selected device.,torch.cuda.max_memory_reserved.yaml,2,dtype(device),
3427,132,12,"['selected', 'device']",selected device.,torch.cuda.memory_reserved.yaml,2,dtype(device),
3428,132,12,"['selected', 'device']",selected device.,torch.cuda.reset_max_memory_allocated.yaml,2,dtype(device),
3429,132,12,"['selected', 'device']",selected device.,torch.cuda.memory_stats.yaml,2,dtype(device),
3430,132,12,"['selected', 'device']",selected device.,torch.cuda.memory_allocated.yaml,2,dtype(device),
3431,132,12,"['selected', 'device']",selected device.,torch.cuda.current_stream.yaml,2,dtype(device),
3433,132,12,"['selected', 'device']",selected device.,torch.cuda.set_device.yaml,2,dtype(device),
3434,132,12,"['selected', 'device']",selected device.,torch.cuda.max_memory_allocated.yaml,2,dtype(device),
3435,132,12,"['selected', 'device']",selected device.,torch.cuda.memory_summary.yaml,2,dtype(device),
3436,132,12,"['selected', 'device']",selected device.,torch.cuda.default_stream.yaml,2,dtype(device),
3437,132,12,"['selected', 'device']",selected device.,torch.cuda.reset_max_memory_cached.yaml,2,dtype(device),
3462,135,12,"['set', 'false']","If set to `False`, they are instead considered as referring to the corner points of the input's corner pixels, making the sampling more resolution agnostic.",torch.nn.functional.grid_sample.yaml,2,dtype(bool),
3469,135,12,"['set', 'false']","If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same.",torch.nn.quantized.functional.interpolate.yaml,2,dtype(bool),
3473,135,12,"['set', 'false']","If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same.",torch.nn.functional.interpolate.yaml,2,dtype(bool),
3467,135,12,"['set', 'false']",Set to `True` for reduced QR decomposition and `False` for complete QR decomposition.,torch.qr.yaml,2,bool,
3452,134,12,"['set', 'points']","If set to `True`, the extrema (`-1` and `1`) are considered as referring to the center points of the input's corner pixels.",torch.nn.functional.grid_sample.yaml,2,dtype(bool),
3453,134,12,"['set', 'points']","If set to `False`, they are instead considered as referring to the corner points of the input's corner pixels, making the sampling more resolution agnostic.",torch.nn.functional.grid_sample.yaml,2,dtype(bool),
3458,134,12,"['set', 'points']","If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels.",torch.nn.quantized.functional.interpolate.yaml,2,dtype(bool),
3459,134,12,"['set', 'points']","If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same.",torch.nn.quantized.functional.interpolate.yaml,2,dtype(bool),
3460,134,12,"['set', 'points']","If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels.",torch.nn.functional.interpolate.yaml,2,dtype(bool),
3461,134,12,"['set', 'points']","If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same.",torch.nn.functional.interpolate.yaml,2,dtype(bool),
3402,130,12,"['single', 'number', 'tuple', 'padw']","Can be a single number or a tuple (padT, padH, padW), Default: 0",torch.nn.functional.avg_pool3d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3403,130,12,"['single', 'number', 'tuple', 'padw']","Can be a single number or a tuple (padH, padW).",torch.nn.quantized.functional.avg_pool2d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3404,130,12,"['single', 'number', 'tuple', 'padw']","Can be a single number or a tuple `(padH, padW)`.",torch.nn.functional.conv_transpose2d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3405,130,12,"['single', 'number', 'tuple', 'padw']","Can be a single number or a tuple (padW,).",torch.nn.functional.avg_pool1d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3406,130,12,"['single', 'number', 'tuple', 'padw']","Can be a single number or a tuple (padH, padW).",torch.nn.functional.conv2d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3407,130,12,"['single', 'number', 'tuple', 'padw']","Can be a single number or a tuple `(padT, padH, padW)`.",torch.nn.functional.conv_transpose3d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3408,130,12,"['single', 'number', 'tuple', 'padw']","Can be a single number or a tuple `(padW,)`.",torch.nn.functional.conv_transpose1d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3409,130,12,"['single', 'number', 'tuple', 'padw']","Can be a single number or a tuple (padH, padW).",torch.nn.functional.avg_pool2d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3410,130,12,"['single', 'number', 'tuple', 'padw']","Can be a single number or a one-element tuple (padW,).",torch.nn.functional.conv1d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3411,130,12,"['single', 'number', 'tuple', 'padw']","Can be a single number or a tuple (padT, padH, padW).",torch.nn.functional.conv3d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3412,130,12,"['single', 'number', 'tuple', 'padw']","Can be a single number or a tuple (padH, padW).",torch.nn.quantized.functional.conv2d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3413,130,12,"['single', 'number', 'tuple', 'padw']","Can be a single number or a tuple (padD, padH, padW).",torch.nn.quantized.functional.conv3d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3414,131,12,"['single', 'number', 'tuple', 'sw']","Can be a single number or a tuple (sT, sH, sW).",torch.nn.functional.avg_pool3d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3415,131,12,"['single', 'number', 'tuple', 'sw']","Can be a single number or a tuple (sH, sW).",torch.nn.quantized.functional.avg_pool2d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3416,131,12,"['single', 'number', 'tuple', 'sw']","Can be a single number or a tuple `(sH, sW)`.",torch.nn.functional.conv_transpose2d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3417,131,12,"['single', 'number', 'tuple', 'sw']","Can be a single number or a tuple (sW,).",torch.nn.functional.avg_pool1d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3418,131,12,"['single', 'number', 'tuple', 'sw']","Can be a single number or a tuple (sH, sW).",torch.nn.functional.conv2d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3419,131,12,"['single', 'number', 'tuple', 'sw']","Can be a single number or a tuple `(sT, sH, sW)`.",torch.nn.functional.conv_transpose3d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3420,131,12,"['single', 'number', 'tuple', 'sw']","Can be a single number or a tuple `(sW,)`.",torch.nn.functional.conv_transpose1d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3421,131,12,"['single', 'number', 'tuple', 'sw']","Can be a single number or a tuple (sH, sW).",torch.nn.functional.avg_pool2d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3422,131,12,"['single', 'number', 'tuple', 'sw']","Can be a single number or a one-element tuple (sW,).",torch.nn.functional.conv1d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3423,131,12,"['single', 'number', 'tuple', 'sw']","Can be a single number or a tuple (sT, sH, sW).",torch.nn.functional.conv3d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3424,131,12,"['single', 'number', 'tuple', 'sw']","Can be a single number or a tuple (sH, sW).",torch.nn.quantized.functional.conv2d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3425,131,12,"['single', 'number', 'tuple', 'sw']","Can be a single number or a tuple (sD, sH, sW).",torch.nn.quantized.functional.conv3d.yaml,4,"dtype(int)+ndim(0,1)+structure",
3331,124,12,"['SOME_VALUE', 'SOME_VALUE']","dimension corresponding to number of outputs, the default is `0`, except for modules that are instances of ConvTranspose{1,2,3}d, when it is `1`",torch.nn.utils.spectral_norm.yaml,2,"int+range[-1,inf)",
3330,124,12,"['SOME_VALUE', 'SOME_VALUE']","flow-field of shape (N, H_out, W_out, 2) (4-D case) or (N, D_out, H_out, W_out, 3) (5-D case)",torch.nn.functional.grid_sample.yaml,2,shape,
3332,124,12,"['SOME_VALUE', 'SOME_VALUE']","`signal_ndim` can only be 1, 2 or 3",torch.irfft.yaml,2,value(enum),
3334,124,12,"['SOME_VALUE', 'SOME_VALUE']","(N times C times H times W for 2D or N times C times D times H times W for 3D) Example: torch.Size((32, 3, 24, 24))",torch.nn.functional.affine_grid.yaml,2,shape,
3335,124,12,"['SOME_VALUE', 'SOME_VALUE']",input batch of affine matrices with shape (N times 2 times 3 ) for 2D or (N times 3 times 4 ) for 3D,torch.nn.functional.affine_grid.yaml,2,shape,
3336,124,12,"['SOME_VALUE', 'SOME_VALUE']","`signal_ndim` can only be 1, 2 or 3",torch.fft.yaml,2,value(enum),
3337,124,12,"['SOME_VALUE', 'SOME_VALUE']","`signal_ndim` can only be 1, 2 or 3",torch.ifft.yaml,2,value(enum),
3341,124,12,"['SOME_VALUE', 'SOME_VALUE']","`signal_ndim` can only be 1, 2 or 3",torch.rfft.yaml,2,value(enum),
3339,124,12,"['SOME_VALUE', 'SOME_VALUE']","(N) where each value is 0 <= targets[i] <= C-1 , or (N, d_1, d_2, ..., d_K) where K >= 1 for K-dimensional loss.",torch.nn.functional.nll_loss.yaml,2,shape*2,
3340,124,12,"['SOME_VALUE', 'SOME_VALUE']","(N) where each value is 0 <= targets[i] <= C-1 , or (N, d_1, d_2, ..., d_K) where K >= 1 for K-dimensional loss.",torch.nn.functional.cross_entropy.yaml,2,shape*2,
3391,129,12,"['tensor', 'm']",input tensor of shape B times P times M .,torch.cdist.yaml,2,shape,
3392,129,12,"['tensor', 'm']",input tensor of shape B times R times M .,torch.cdist.yaml,2,shape,
3393,129,12,"['tensor', 'm']","The input tensor of size (*, m, n) where * is zero or more batch dimensions",torch.pinverse.yaml,2,shape,
3394,129,12,"['tensor', 'm']","the input tensor of size (*, m, m)",torch.lobpcg.yaml,2,shape,
3395,129,12,"['tensor', 'm']","the input tensor of size (*, m, m) .",torch.lobpcg.yaml,2,shape,
3396,129,12,"['tensor', 'm']","the input tensor of size (*, m, n) where k <= n <= m.",torch.lobpcg.yaml,2,shape,
3397,129,12,"['tensor', 'm']","the input tensor of size (*, m, m) .",torch.lobpcg.yaml,2,shape,
3398,129,12,"['tensor', 'm']","the tensor to factor of size (*, m, n)",torch.lu.yaml,2,shape,
3399,129,12,"['tensor', 'm']","the input tensor of size (*, m, n) where * is zero or more batch dimensions consisting of matrices of dimension m times n .",torch.qr.yaml,2,shape,
3432,132,12,"['selected', 'device']","Returns the currently selected `Stream` for the current device, given by `current_device()`, if `device` is `None` (default).",torch.cuda.current_stream.yaml,2,not useful,
3400,129,12,"['tensor', 'm']","the input tensor of size (*, m, n) where * is zero or more batch dimensions consisting of m times n matrices.",torch.svd.yaml,2,shape,
3401,129,12,"['tensor', 'm']","the input tensor of size (*, m, n)",torch.pca_lowrank.yaml,2,shape,
3390,129,12,"['tensor', 'm']",input tensor of shape N times M .,torch.nn.functional.pdist.yaml,2,shape,
3378,128,12,"['tensor', 'size', '*', 'n']","the input tensor A of size (*, n, n) where * is zero or more batch dimensions consisting of symmetric positive-definite matrices.",torch.cholesky.yaml,4,shape,
3379,128,12,"['tensor', 'size', '*', 'n']","the input tensor of size `(*, n, n)` where `*` is zero or more batch dimensions.",torch.det.yaml,4,shape,
3380,128,12,"['tensor', 'size', '*', 'n']","The input tensor of size (*, m, n) where * is zero or more batch dimensions",torch.pinverse.yaml,4,shape,
3439,133,12,"['none', 'mean', 'sum']","`'none'`: no reduction will be applied, `'mean'`: the output losses will be divided by the target lengths and then the mean over the batch is taken, `'sum'`: the output will be summed.",torch.nn.functional.ctc_loss.yaml,3,not useful,
3381,128,12,"['tensor', 'size', '*', 'n']","the input tensor of size (*, m, n) where k <= n <= m.",torch.lobpcg.yaml,4,shape,
3441,133,12,"['none', 'mean', 'sum']","`'none'`: no reduction will be applied, `'mean'`: the sum of the output will be divided by the number of elements in the output, `'sum'`: the output will be summed.",torch.nn.functional.binary_cross_entropy.yaml,3,not useful,
3382,128,12,"['tensor', 'size', '*', 'n']","the input tensor of size (*, n, n) where * is zero or more batch dimensions consisting of symmetric matrices.",torch.symeig.yaml,4,shape,
3443,133,12,"['none', 'mean', 'sum']","`'none'`: no reduction will be applied, `'mean'`: the sum of the output will be divided by the number of elements in the output, `'sum'`: the output will be summed.",torch.nn.functional.nll_loss.yaml,3,not useful,
3383,128,12,"['tensor', 'size', '*', 'n']","the input tensor of size (*, n, n) where * is zero or more batch dimensions",torch.inverse.yaml,4,shape,
3445,133,12,"['none', 'mean', 'sum']","`'none'`: no reduction will be applied, `'mean'`: the sum of the output will be divided by the number of elements in the output, `'sum'`: the output will be summed.",torch.nn.functional.cross_entropy.yaml,3,not useful,
3384,128,12,"['tensor', 'size', '*', 'n']","the tensor to factor of size (*, m, n)",torch.lu.yaml,4,shape,
3447,133,12,"['none', 'mean', 'sum']","`'none'`: no reduction will be applied, `'mean'`: the sum of the output will be divided by the number of elements in the output, `'sum'`: the output will be summed.",torch.nn.functional.binary_cross_entropy_with_logits.yaml,3,not useful,
3385,128,12,"['tensor', 'size', '*', 'n']","the input tensor of size `(*, n, n)` where `*` is zero or more batch dimensions.",torch.slogdet.yaml,4,shape,
3449,133,12,"['none', 'mean', 'sum']","`'none'`: no reduction will be applied, `'mean'`: the sum of the output will be divided by the number of elements in the output, `'sum'`: the output will be summed.",torch.nn.functional.poisson_nll_loss.yaml,3,not useful,
3450,134,12,"['set', 'points']",the ending value for the set of points,torch.arange.yaml,2,not useful,
3451,134,12,"['set', 'points']",the starting value for the set of points.,torch.arange.yaml,2,not useful,
3386,128,12,"['tensor', 'size', '*', 'n']","the input tensor of size (*, m, n) where * is zero or more batch dimensions consisting of matrices of dimension m times n .",torch.qr.yaml,4,shape,
3387,128,12,"['tensor', 'size', '*', 'n']","the input tensor of size (*, m, n) where * is zero or more batch dimensions consisting of m times n matrices.",torch.svd.yaml,4,shape,
3454,134,12,"['set', 'points']",the ending value for the set of points,torch.linspace.yaml,2,not useful,
3455,134,12,"['set', 'points']",the starting value for the set of points,torch.linspace.yaml,2,not useful,
3456,134,12,"['set', 'points']",the ending value for the set of points,torch.logspace.yaml,2,not useful,
3457,134,12,"['set', 'points']",the starting value for the set of points,torch.logspace.yaml,2,not useful,
3388,128,12,"['tensor', 'size', '*', 'n']","the input tensor of size `(*, n, n)` where `*` is zero or more batch dimensions.",torch.logdet.yaml,4,shape,
3389,128,12,"['tensor', 'size', '*', 'n']","the input tensor of size (*, m, n)",torch.pca_lowrank.yaml,4,shape,
3306,122,12,"['true', 'output']","If `True`, both the output and result will be computed in a differentiable way.",torch.autograd.functional.hvp.yaml,2,dtype(bool),if `true/false`
3307,122,12,"['true', 'output']","when True, will use ceil instead of floor in the formula to compute the output shape",torch.nn.functional.avg_pool3d.yaml,2,dtype(bool),
3308,122,12,"['true', 'output']","when True, will use ceil instead of floor in the formula to compute the output shape.",torch.nn.quantized.functional.avg_pool2d.yaml,2,dtype(bool),
5199,355,6,"['set', 'SOME_VALUE']","For `nccl`, this is applicable only if the environment variable `NCCL_BLOCKING_WAIT` is set to 1.",torch.distributed.init_process_group.yaml,2,not useful,
3464,135,12,"['set', 'false']",Set this to False if you want to export an untrained model.,torch.onnx.export.yaml,2,not useful,
3465,135,12,"['set', 'false']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.kl_div.yaml,2,not useful,
3466,135,12,"['set', 'false']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.binary_cross_entropy.yaml,2,not useful,
3785,164,10,"['second', 'input']","For example, in LSTM, if user passes `(activation, hidden)`, `function` should correctly use the first input as `activation` and the second input as `hidden`",torch.utils.checkpoint.checkpoint.yaml,2,not useful,
3468,135,12,"['set', 'false']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.nll_loss.yaml,2,not useful,
3309,122,12,"['true', 'output']","when True, will use ceil instead of floor to compute the output shape.",torch.nn.functional.avg_pool1d.yaml,2,dtype(bool),
3470,135,12,"['set', 'false']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.cross_entropy.yaml,2,not useful,
3471,135,12,"['set', 'false']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.binary_cross_entropy_with_logits.yaml,2,not useful,
3472,135,12,"['set', 'false']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.poisson_nll_loss.yaml,2,not useful,
3310,122,12,"['true', 'output']","If `True`, both the output and result will be computed in a differentiable way.",torch.autograd.functional.vjp.yaml,2,dtype(bool),if `true/false`
3474,136,12,"['sides', 'input']",implicit zero paddings on both sides of the input.,torch.nn.functional.avg_pool3d.yaml,2,not useful,
3475,136,12,"['sides', 'input']",implicit zero paddings on both sides of the input.,torch.nn.quantized.functional.avg_pool2d.yaml,2,not useful,
3476,136,12,"['sides', 'input']",`dilation * (kernel_size - 1) - padding` zero-padding will be added to both sides of each dimension in the input.,torch.nn.functional.conv_transpose2d.yaml,2,not useful,
3477,136,12,"['sides', 'input']",implicit zero paddings on both sides of the input.,torch.nn.functional.avg_pool1d.yaml,2,not useful,
3478,136,12,"['sides', 'input']",implicit paddings on both sides of the input.,torch.nn.functional.conv2d.yaml,2,not useful,
3479,136,12,"['sides', 'input']",`dilation * (kernel_size - 1) - padding` zero-padding will be added to both sides of each dimension in the input.,torch.nn.functional.conv_transpose3d.yaml,2,not useful,
3480,136,12,"['sides', 'input']",`dilation * (kernel_size - 1) - padding` zero-padding will be added to both sides of each dimension in the input.,torch.nn.functional.conv_transpose1d.yaml,2,not useful,
3481,136,12,"['sides', 'input']",implicit zero paddings on both sides of the input.,torch.nn.functional.avg_pool2d.yaml,2,not useful,
3482,136,12,"['sides', 'input']",implicit paddings on both sides of the input.,torch.nn.functional.conv1d.yaml,2,not useful,
3483,136,12,"['sides', 'input']",implicit paddings on both sides of the input.,torch.nn.functional.conv3d.yaml,2,not useful,
3484,136,12,"['sides', 'input']",implicit paddings on both sides of the input.,torch.nn.quantized.functional.conv2d.yaml,2,not useful,
3485,136,12,"['sides', 'input']",implicit paddings on both sides of the input.,torch.nn.quantized.functional.conv3d.yaml,2,not useful,
3311,122,12,"['true', 'output']","If `True`, both the output and result will be computed in a differentiable way.",torch.autograd.functional.jvp.yaml,2,dtype(bool),if `true/false`
3487,137,12,"['reduction', 'mean', 'sum']","`'none'`: no reduction will be applied, `'mean'`: the output losses will be divided by the target lengths and then the mean over the batch is taken, `'sum'`: the output will be summed.",torch.nn.functional.ctc_loss.yaml,3,not useful,
3312,122,12,"['true', 'output']","If `True`, both the output and result will be computed in a differentiable way.",torch.autograd.functional.vhp.yaml,2,dtype(bool),if `true/false`
3489,137,12,"['reduction', 'mean', 'sum']","`'none'`: no reduction will be applied, `'mean'`: the sum of the output will be divided by the number of elements in the output, `'sum'`: the output will be summed.",torch.nn.functional.binary_cross_entropy.yaml,3,not useful,
3313,122,12,"['true', 'output']","when True, will use ceil instead of floor in the formula to compute the output shape.",torch.nn.functional.avg_pool2d.yaml,2,dtype(bool),
3491,137,12,"['reduction', 'mean', 'sum']","`'none'`: no reduction will be applied, `'mean'`: the sum of the output will be divided by the number of elements in the output, `'sum'`: the output will be summed.",torch.nn.functional.nll_loss.yaml,3,not useful,
3314,122,12,"['true', 'output']","If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels.",torch.nn.quantized.functional.interpolate.yaml,2,dtype(bool),
3493,137,12,"['reduction', 'mean', 'sum']","`'none'`: no reduction will be applied, `'mean'`: the sum of the output will be divided by the number of elements in the output, `'sum'`: the output will be summed.",torch.nn.functional.cross_entropy.yaml,3,not useful,
3315,122,12,"['true', 'output']","If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels.",torch.nn.functional.interpolate.yaml,2,dtype(bool),
3495,137,12,"['reduction', 'mean', 'sum']","`'none'`: no reduction will be applied, `'mean'`: the sum of the output will be divided by the number of elements in the output, `'sum'`: the output will be summed.",torch.nn.functional.binary_cross_entropy_with_logits.yaml,3,not useful,
3317,122,12,"['true', 'output']","if `True`, the output will be in `B x T x *` format.",torch.nn.utils.rnn.pad_packed_sequence.yaml,2,dtype(bool),if `true/false`
3497,137,12,"['reduction', 'mean', 'sum']","`'none'`: no reduction will be applied, `'mean'`: the sum of the output will be divided by the number of elements in the output, `'sum'`: the output will be summed.",torch.nn.functional.poisson_nll_loss.yaml,3,not useful,
3498,138,12,"['losses', 'summed', 'minibatch']","By default, the losses are averaged or summed over observations for each minibatch depending on `size_average`.",torch.nn.functional.kl_div.yaml,3,not useful,
3499,138,12,"['losses', 'summed', 'minibatch']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.kl_div.yaml,3,not useful,
3500,138,12,"['losses', 'summed', 'minibatch']","By default, the losses are averaged or summed over observations for each minibatch depending on `size_average`.",torch.nn.functional.binary_cross_entropy.yaml,3,not useful,
3501,138,12,"['losses', 'summed', 'minibatch']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.binary_cross_entropy.yaml,3,not useful,
3502,138,12,"['losses', 'summed', 'minibatch']","By default, the losses are averaged or summed over observations for each minibatch depending on `size_average`.",torch.nn.functional.nll_loss.yaml,3,not useful,
3503,138,12,"['losses', 'summed', 'minibatch']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.nll_loss.yaml,3,not useful,
3504,138,12,"['losses', 'summed', 'minibatch']","By default, the losses are averaged or summed over observations for each minibatch depending on `size_average`.",torch.nn.functional.cross_entropy.yaml,3,not useful,
3505,138,12,"['losses', 'summed', 'minibatch']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.cross_entropy.yaml,3,not useful,
3506,138,12,"['losses', 'summed', 'minibatch']","By default, the losses are averaged or summed over observations for each minibatch depending on `size_average`.",torch.nn.functional.binary_cross_entropy_with_logits.yaml,3,not useful,
3507,138,12,"['losses', 'summed', 'minibatch']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.binary_cross_entropy_with_logits.yaml,3,not useful,
3508,138,12,"['losses', 'summed', 'minibatch']","By default, the losses are averaged or summed over observations for each minibatch depending on `size_average`.",torch.nn.functional.poisson_nll_loss.yaml,3,not useful,
3509,138,12,"['losses', 'summed', 'minibatch']","If the field `size_average` is set to `False`, the losses are instead summed for each minibatch.",torch.nn.functional.poisson_nll_loss.yaml,3,not useful,
3510,139,12,"['deprecated', 'see', 'reduction']",Deprecated (see `reduction`).,torch.nn.functional.kl_div.yaml,3,deprecated,
3511,139,12,"['deprecated', 'see', 'reduction']",Deprecated (see `reduction`).,torch.nn.functional.kl_div.yaml,3,deprecated,
3512,139,12,"['deprecated', 'see', 'reduction']",Deprecated (see `reduction`).,torch.nn.functional.binary_cross_entropy.yaml,3,deprecated,
3513,139,12,"['deprecated', 'see', 'reduction']",Deprecated (see `reduction`).,torch.nn.functional.binary_cross_entropy.yaml,3,deprecated,
3514,139,12,"['deprecated', 'see', 'reduction']",Deprecated (see `reduction`).,torch.nn.functional.nll_loss.yaml,3,deprecated,
3515,139,12,"['deprecated', 'see', 'reduction']",Deprecated (see `reduction`).,torch.nn.functional.nll_loss.yaml,3,deprecated,
3516,139,12,"['deprecated', 'see', 'reduction']",Deprecated (see `reduction`).,torch.nn.functional.cross_entropy.yaml,3,deprecated,
3517,139,12,"['deprecated', 'see', 'reduction']",Deprecated (see `reduction`).,torch.nn.functional.cross_entropy.yaml,3,deprecated,
3518,139,12,"['deprecated', 'see', 'reduction']",Deprecated (see `reduction`).,torch.nn.functional.binary_cross_entropy_with_logits.yaml,3,deprecated,
3519,139,12,"['deprecated', 'see', 'reduction']",Deprecated (see `reduction`).,torch.nn.functional.binary_cross_entropy_with_logits.yaml,3,deprecated,
3520,139,12,"['deprecated', 'see', 'reduction']",Deprecated (see `reduction`).,torch.nn.functional.poisson_nll_loss.yaml,3,deprecated,
3521,139,12,"['deprecated', 'see', 'reduction']",Deprecated (see `reduction`).,torch.nn.functional.poisson_nll_loss.yaml,3,deprecated,
3522,140,12,"['loss', 'batch']","When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`.",torch.nn.functional.kl_div.yaml,2,not useful,
3523,140,12,"['loss', 'batch']","By default, the losses are averaged over each loss element in the batch.",torch.nn.functional.kl_div.yaml,2,not useful,
3524,140,12,"['loss', 'batch']","When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`.",torch.nn.functional.binary_cross_entropy.yaml,2,not useful,
3525,140,12,"['loss', 'batch']","By default, the losses are averaged over each loss element in the batch.",torch.nn.functional.binary_cross_entropy.yaml,2,not useful,
3526,140,12,"['loss', 'batch']","When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`.",torch.nn.functional.nll_loss.yaml,2,not useful,
3527,140,12,"['loss', 'batch']","By default, the losses are averaged over each loss element in the batch.",torch.nn.functional.nll_loss.yaml,2,not useful,
3528,140,12,"['loss', 'batch']","When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`.",torch.nn.functional.cross_entropy.yaml,2,not useful,
3529,140,12,"['loss', 'batch']","By default, the losses are averaged over each loss element in the batch.",torch.nn.functional.cross_entropy.yaml,2,not useful,
3530,140,12,"['loss', 'batch']","When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`.",torch.nn.functional.binary_cross_entropy_with_logits.yaml,2,not useful,
3531,140,12,"['loss', 'batch']","By default, the losses are averaged over each loss element in the batch.",torch.nn.functional.binary_cross_entropy_with_logits.yaml,2,not useful,
