,Unnamed: 0,API,Arg,Descp,Normalized_descp,dtype,tensor_t,structure,shape,ndim,range,enum
306,306,torch.nonzero,input,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
307,307,torch.logical_and,other,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
308,308,torch.cdist,x1,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
309,309,torch.le,input,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
310,310,torch.distributed.all_gather,tensor,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
311,311,torch.addcmul,input,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
312,312,torch.sparse.addmm,mat,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
313,313,torch.pinverse,input,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
314,314,torch.sparse_coo_tensor,values,DD: array_like,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
315,315,torch.nn.functional.affine_grid,theta,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
316,316,torch.cat,tensors,DD: sequence of Tensors,D_STRUCTURE of D_STRUCTURE,,D_STRUCTURE,D_STRUCTURE,,,,
317,317,torch.autograd.grad,outputs,DD: sequence of Tensor,D_STRUCTURE of D_STRUCTURE,,D_STRUCTURE,D_STRUCTURE,,,,
318,318,torch.autograd.gradcheck,inputs,DD: tuple of Tensor or Tensor,D_STRUCTURE of D_STRUCTURE,,D_STRUCTURE,D_STRUCTURE,,,,
319,319,torch.autograd.gradgradcheck,grad_outputs,"DD: tuple of Tensor or Tensor, optional",D_STRUCTURE of D_STRUCTURE optional,,D_STRUCTURE,D_STRUCTURE,,,,
320,320,torch.logical_and,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
321,321,torch.round,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
322,322,torch.symeig,out,"DD: tuple, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
323,323,torch.mode,out,"DD: tuple, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
324,324,torch.gt,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
325,325,torch.logsumexp,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
326,326,torch.log1p,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
327,327,torch.clamp,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
328,328,torch.logical_not,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
329,329,torch.nn.functional.binary_cross_entropy_with_logits,weight,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
330,330,torch.nn.functional.binary_cross_entropy_with_logits,pos_weight,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
331,331,torch.sin,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
332,332,torch.logical_or,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
333,333,torch.log,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
334,334,torch.ne,other,DD: Tensor or float,D_STRUCTURE or D_TYPE,D_TYPE,D_STRUCTURE,,,,,
335,335,torch.eq,other,DD: Tensor or float,D_STRUCTURE or D_TYPE,D_TYPE,D_STRUCTURE,,,,,
336,336,torch.floor_divide,other,DD: Tensor or Scalar,D_STRUCTURE or Scalar,,D_STRUCTURE,,,0,,
337,337,torch.linspace,steps,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
338,338,torch.nn.utils.prune.random_unstructured,amount,DD: int or float,ONE_WORD D_TYPE,D_TYPE,,,,,,
339,339,torch.distributed.send,dst,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
340,340,torch.cuda.set_rng_state,new_state,DD: torch.ByteTensor,ONE_WORD D_TYPE,D_TYPE,,,,,,
341,341,torch.triu_indices,row,DD: `int`,ONE_WORD D_TYPE,D_TYPE,,,,,,
342,342,torch.nn.utils.prune.remove,name,DD: str,ONE_WORD D_TYPE,D_TYPE,,,,,,
343,343,torch.narrow,start,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
344,344,torch.hub.download_url_to_file,url,DD: string,ONE_WORD D_TYPE,D_TYPE,,,,,,
345,345,torch.cuda.manual_seed,seed,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
346,346,torch.histc,min,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
347,347,torch.sum,keepdim,DD: bool,ONE_WORD D_TYPE,D_TYPE,,,,,,
348,348,torch.normal,size,DD: int...,ONE_WORD D_TYPE,D_TYPE,,,,,,
349,349,torch.kthvalue,keepdim,DD: bool,ONE_WORD D_TYPE,D_TYPE,,,,,,
350,350,torch.min,keepdim,DD: bool,ONE_WORD D_TYPE,D_TYPE,,,,,,
351,351,torch.distributed.broadcast,src,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
352,352,torch.unsqueeze,dim,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
353,353,torch.nn.functional.gumbel_softmax,dim,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
354,354,torch.quantize_per_channel,axis,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
355,355,torch.chunk,chunks,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
356,356,torch.rfft,signal_ndim,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
357,357,torch.logspace,start,DD: float,ONE_WORD D_TYPE,D_TYPE,,,,,,
358,358,torch.nn.utils.clip_grad_norm_,max_norm,DD: float or int,ONE_WORD D_TYPE,D_TYPE,,,,,,
359,359,torch.nn.ConstantPad3d,padding,"DD: int, tuple",D_TYPE D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
360,360,torch.onnx.export,verbose,"DD: bool, default False",D_TYPE default CONSTANT_BOOL,D_TYPE,,,,,,
361,361,torch.nn.TripletMarginLoss,reduction,"DD: string, optional",D_TYPE optional,D_TYPE,,,,,,
362,362,torch.nn.utils.spectral_norm,name,"DD: str, optional",D_TYPE optional,D_TYPE,,,,,,
363,363,torch.lobpcg,method,"DD: str, optional",D_TYPE optional,D_TYPE,,,,,,
364,364,torch.nn.CTCLoss,zero_infinity,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
365,365,torch.nn.functional.nll_loss,ignore_index,"DD: int, optional",D_TYPE optional,D_TYPE,,,,,,
366,366,torch.eye,requires_grad,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
367,367,torch.autograd.functional.jacobian,strict,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
368,368,torch.triu,diagonal,"DD: int, optional",D_TYPE optional,D_TYPE,,,,,,
369,369,torch.nn.MultiLabelMarginLoss,reduce,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
370,370,torch.nn.ConvTranspose2d,groups,"DD: int, optional",D_TYPE optional,D_TYPE,,,,,,
371,371,torch.nn.CrossEntropyLoss,reduction,"DD: string, optional",D_TYPE optional,D_TYPE,,,,,,
372,372,torch.pca_lowrank,niter,"DD: int, optional",D_TYPE optional,D_TYPE,,,,,,
373,373,torch.nn.KLDivLoss,reduction,"DD: string, optional",D_TYPE optional,D_TYPE,,,,,,
374,374,torch.nn.BCELoss,reduce,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
375,375,torch.distributed.all_gather,async_op,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
376,376,torch.nn.AdaptiveLogSoftmaxWithLoss,div_value,"DD: float, optional",D_TYPE optional,D_TYPE,,,,,,
377,377,torch.lu,get_infos,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
378,378,torch.nn.functional.embedding,padding_idx,"DD: int, optional",D_TYPE optional,D_TYPE,,,,,,
379,379,torch.nn.utils.rnn.pack_padded_sequence,batch_first,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
380,380,torch.nn.TripletMarginLoss,reduce,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
381,381,torch.rand_like,dtype,"DD: `torch.dtype`, optional",D_TYPE optional,D_TYPE,,,,,,
382,382,torch.hub.load_state_dict_from_url,progress,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
383,383,torch.as_strided,storage_offset,"DD: int, optional",D_TYPE optional,D_TYPE,,,,,,
384,384,torch.hamming_window,periodic,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
385,385,torch.nn.utils.weight_norm,name,"DD: str, optional",D_TYPE optional,D_TYPE,,,,,,
386,386,torch.autograd.functional.vjp,create_graph,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
387,387,torch.argsort,descending,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
388,388,torch.sparse_coo_tensor,requires_grad,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
389,389,torch.autograd.functional.vhp,strict,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
390,390,torch.nn.functional.interpolate,align_corners,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
391,391,torch.nn.NLLLoss,reduction,"DD: string, optional",D_TYPE optional,D_TYPE,,,,,,
392,392,torch.autograd.functional.hessian,strict,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
393,393,torch.eye,dtype,"DD: `torch.dtype`, optional",D_TYPE optional,D_TYPE,,,,,,
394,394,torch.nn.functional.embedding,norm_type,"DD: float, optional",D_TYPE optional,D_TYPE,,,,,,
395,395,torch.nn.CosineSimilarity,dim,"DD: int, optional",D_TYPE optional,D_TYPE,,,,,,
396,396,torch.autograd.functional.hvp,strict,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
397,397,torch.autograd.gradcheck,rtol,"DD: float, optional",D_TYPE optional,D_TYPE,,,,,,
398,398,torch.nn.L1Loss,size_average,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
399,399,torch.bartlett_window,dtype,"DD: `torch.dtype`, optional",D_TYPE optional,D_TYPE,,,,,,
400,400,torch.nn.ConvTranspose3d,bias,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
401,401,torch.autograd.functional.hessian,create_graph,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
402,402,torch.nn.MaxUnpool2d,padding,DD: int or tuple,D_TYPE or D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
403,403,torch.nn.MaxUnpool1d,stride,DD: int or tuple,D_TYPE or D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
404,404,torch.nn.Conv1d,kernel_size,DD: int or tuple,D_TYPE or D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
405,405,torch.sum,dim,DD: int or tuple of python:ints,D_TYPE or D_STRUCTURE of python D_TYPE,D_TYPE,,D_STRUCTURE,,,,
406,406,torch.nn.Unfold,stride,"DD: int or tuple, optional",D_TYPE or D_STRUCTURE optional,D_TYPE,,D_STRUCTURE,,,,
407,407,torch.distributions.kl.kl_divergence,p,DD: Distribution,ONE_WORD Distribution,,,,,,,
408,408,torch.can_cast,to,DD: dpython:type,dpython type,dtype,,,,,,
409,409,torch.nn.utils.prune.global_unstructured,pruning_method,DD: function,ONE_WORD function,,,,,,,
410,410,torch.addr,beta,"DD: Number, optional",Number optional,numeric,,,,,,
411,411,torch.addcdiv,value,"DD: Number, optional",Number optional,numeric,,,,,,
412,412,torch.is_tensor,obj,DD: Object,ONE_WORD Object,,,,,,,
413,413,torch.distributed.get_world_size,group,"DD: ProcessGroup, optional",ProcessGroup optional,,,,,,,
414,414,torch.distributed.reduce,group,"DD: ProcessGroup, optional",ProcessGroup optional,,,,,,,
415,415,torch.cuda.stream,stream,DD: Stream,ONE_WORD Stream,,,,,,,
416,416,torch.empty_like,device,"DD: `torch.device`, optional",torch device optional,,,,,,,
417,417,torch.ones,device,"DD: `torch.device`, optional",torch device optional,,,,,,,
418,418,torch.multinomial,generator,"DD: `torch.Generator`, optional",torch Generator optional,,,,,,,
419,419,torch.rand,layout,"DD: `torch.layout`, optional",torch layout optional,,,,,,,
420,420,torch.linspace,layout,"DD: `torch.layout`, optional",torch layout optional,,,,,,,
421,421,torch.empty_like,layout,"DD: `torch.layout`, optional",torch layout optional,,,,,,,
