,Unnamed: 0,API,Arg,Descp,Normalized_descp,dtype,tensor_t,structure,shape,ndim,range,enum
524,519,mxnet.ndarray.linalg_trsm,rightside,Multiply triangular matrix from the right to non-triangular one.,Multiply triangular matrix from the right to non triangular one,numeric,,,,,,
525,520,mxnet.ndarray.op.linalg_trmm,rightside,Multiply triangular matrix from the right to non-triangular one.,Multiply triangular matrix from the right to non triangular one,numeric,,,,,,
526,521,mxnet.ndarray.op.linalg_trsm,rightside,Multiply triangular matrix from the right to non-triangular one.,Multiply triangular matrix from the right to non triangular one,numeric,,,,,,
527,584,mxnet.ndarray.linalg_gemm,transpose_a,Multiply with transposed of first input (A).,Multiply with transposed of first input BSTR,,,,,,,
528,585,mxnet.ndarray.op.linalg_gemm,transpose_a,Multiply with transposed of first input (A).,Multiply with transposed of first input BSTR,,,,,,,
529,253,mxnet.gluon.contrib.rnn.Conv2DRNNCell,input_shape,"Input tensor shape at each time step for each sample, excluding dimension of the batch size and sequence length. Must be consistent with conv_layout. For example, for layout 'NCHW' the shape should be (C, H, W).",Must be consistent with PARAM,,,,,,,
530,192,mxnet.contrib.ndarray.quantized_batch_norm,eps,Epsilon to prevent div 0. Must be no less than CUDNN_BN_MIN_EPSILON defined in cudnn.h when using cudnn (usually 1e-5),Must be no less than CUDNN_BN_MIN_EPSILON defined in cudnn h when using cudnn BSTR,,,,,,,
531,194,mxnet.ndarray.op.BatchNorm,eps,Epsilon to prevent div 0. Must be no less than CUDNN_BN_MIN_EPSILON defined in cudnn.h when using cudnn (usually 1e-5),Must be no less than CUDNN_BN_MIN_EPSILON defined in cudnn h when using cudnn BSTR,,,,,,,
532,18,mxnet.gluon.nn.LeakyReLU,alpha,slope coefficient for the negative half axis. Must be >= 0.,Must be REXPR,,,,,,REXPR,
533,139,mxnet.ndarray.op.sample_multinomial,data,Distribution probabilities. Must sum to one on the last axis.,Must sum to one on the last axis,,,,,,,
534,140,mxnet.ndarray.op.SequenceMask,data,"n-dimensional input array of the form [max_sequence_length, batch_size, other_feature_dims] where n>2",n dimensional input D_STRUCTURE of the form BSTR where n REXPR,,,D_STRUCTURE,,REXPR,,
535,369,mxnet.gluon.model_zoo.vision.get_model,name,Name of the model.,name of the model,string,,,,0,,
536,44,mxnet.ndarray.op.max,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",Negative values means indexing from right to left,,,,,,,
537,50,mxnet.ndarray.op.nanprod,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",Negative values means indexing from right to left,,,,,,,
538,580,mxnet.ndarray.contrib.MultiProposal,threshold,"NMS value, below which to suppress.",NMS value below which to suppress,,,,,,,
539,542,mxnet.gluon.nn.BatchNorm,scale,"If True, multiply by gamma. If False, gamma is not used. When the next layer is linear (also e.g. nn.relu), this can be disabled since the scaling will be done by the next layer.",nn relu this can be disabled since the scaling will be done by the next layer,,,,,,,
540,1039,mxnet.test_utils.numeric_grad,aux_states,"DD: None or list of numpy.ndarray or dict of str to numpy.ndarray, optional",None or D_STRUCTURE of numpy D_STRUCTURE of D_TYPE to numpy D_STRUCTURE optional,D_TYPE,,D_STRUCTURE,,,,
541,1040,mxnet.ndarray.Deconvolution,cudnn_tune,"DD: {None, 'fastest', 'limited_workspace', 'off'},optional, default='None'",None QSTR optional default QSTR,,,,,,,QSTR
542,1041,mxnet.ndarray.op.dot,forward_stype,"DD: {None, 'csr', 'default', 'row_sparse'},optional, default='None'",None QSTR optional default QSTR,,,,,,,QSTR
543,1042,mxnet.io.CSVIter,dtype,"DD: {None, 'float16', 'float32', 'float64', 'int32', 'int64', 'int8', 'uint8'},optional, default='None'",None QSTR optional default QSTR,,,,,,,QSTR
544,1043,mxnet.io.LibSVMIter,dtype,"DD: {None, 'float16', 'float32', 'float64', 'int32', 'int64', 'int8', 'uint8'},optional, default='None'",None QSTR optional default QSTR,,,,,,,QSTR
545,372,mxnet.ndarray.LRN,nsize,normalization window width in elements.,normalization window width in elements,numeric,,,,,"[0,inf)",
546,568,mxnet.ndarray.op.split,squeeze_axis,"If true, Removes the axis with length 1 from the shapes of the output arrays. Note that setting squeeze_axis to `true` removes axis with length 1 only along the axis which it is split. Also squeeze_axis can be set to `true` only if `input.shape[axis] == num_outputs`.",Note that setting squeeze_axis to CONSTANT_BOOL removes PARAM with length CONSTANT_NUM only along the PARAM which it is split,,,,,,,
547,377,mxnet.ndarray.split,num_outputs,Number of splits. Note that this should evenly divide the length of the axis.,Note that this should evenly divide the length of the PARAM,,,,,,,
548,267,mxnet.image.imresize,interp,"Interpolation method (default=cv2.INTER_LINEAR). Possible values: 0: Nearest Neighbors Interpolation. 1: Bilinear interpolation. 2: Bicubic interpolation over 4x4 pixel neighborhood. 3: Area-based (resampling using pixel area relation). It may be a preferred method for image decimation, as it gives moire-free results. But when the image is zoomed, it is similar to the Nearest Neighbors method. (used by default). 4: Lanczos interpolation over 8x8 pixel neighborhood. 9: Cubic for enlarge, area for shrink, bilinear for others 10: Random select from interpolation method metioned above. Note: When shrinking an image, it will generally look best with AREA-based interpolation, whereas, when enlarging an image, it will generally look best with Bicubic (slow) or Bilinear (faster but still looks OK). More details can be found in the documentation of OpenCV, please refer to http://docs.opencv.org/master/da/d54/group__imgproc__transform.html.",Note When shrinking an image it will generally look best with AREA based interpolation whereas when enlarging an image it will generally look best with Bicubic BSTR,,,,,,,
549,375,mxnet.gluon.nn.GroupNorm,num_groups,Number of groups to separate the channel axis into.,Number of groups to separate the channel axis into,int,,,,0,"[0,inf)",
550,378,mxnet.ndarray.split,num_outputs,Number of splits. Note that this should evenly divide the length of the axis.,Number of splits,int,,,,0,"[0,inf)",
551,529,mxnet.contrib.ndarray.MultiProposal,rpn_pre_nms_top_n,Number of top scoring boxes to keep before applying NMS to RPN proposals,Number of top scoring boxes to keep before applying NMS to RPN proposals,int,,,,0,"[0,inf)",
552,232,mxnet.gluon.contrib.rnn.LSTMPCell,hidden_size,Number of units in cell state symbol.,Number of units in cell state symbol,int,,,,0,"[0,inf)",
553,1044,mxnet.ndarray.arange,start,"DD: number, optional",number optional,numeric,,,,,,
554,383,mxnet.ndarray.linalg.extracttrian,offset,"Offset of the diagonal versus the main diagonal. 0 corresponds to the main diagonal, a negative/positive value to diagonals below/above the main diagonal.",offset of the diagonal versus the main diagonal,,,,,,,
555,618,mxnet.ndarray.random.randn,ctx,DD: Context,ONE_WORD Context,,,,,,,
556,631,mxnet.contrib.ndarray.hawkesll,max_time,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
557,632,mxnet.ndarray.op.Convolution,weight,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
558,633,mxnet.ndarray.op.where,condition,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
559,634,mxnet.ndarray.linalg_inverse,A,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
560,635,mxnet.ndarray.op.reshape_like,lhs,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
561,636,mxnet.ndarray.sparse.elemwise_sub,lhs,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
562,637,mxnet.ndarray.mp_lamb_update_phase2,r1,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
563,638,mxnet.contrib.ndarray.hawkesll,valid_length,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
564,639,mxnet.ndarray.op.mp_lamb_update_phase2,r2,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
565,640,mxnet.ndarray.sparse.add_n,*args,DD: NDArray[],ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
566,641,mxnet.ndarray.SoftmaxOutput,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
567,642,mxnet.ndarray.sign,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
568,643,mxnet.ndarray.linalg_trsm,B,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
569,644,mxnet.ndarray.sparse.MAERegressionOutput,label,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
570,645,mxnet.ndarray.contrib.hawkesll,beta,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
571,646,mxnet.ndarray.mp_lamb_update_phase1,grad,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
572,647,mxnet.ndarray.op.arccos,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
573,648,mxnet.contrib.ndarray.bipartite_matching,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
574,649,mxnet.ndarray.op.linalg_gemm2,A,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
575,650,mxnet.ndarray.op.mp_sgd_mom_update,weight,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
576,651,mxnet.ndarray.sparse.arcsinh,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
577,652,mxnet.ndarray.sparse.cosh,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
578,653,mxnet.ndarray.op.SoftmaxOutput,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
579,654,mxnet.ndarray.op.random_pdf_uniform,sample,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
580,655,mxnet.ndarray.pick,index,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
581,656,mxnet.ndarray.to_dlpack_for_write,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
582,657,mxnet.ndarray.sum,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
583,658,mxnet.contrib.quantization.quantize_graph,arg_params,DD: dict,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
584,659,mxnet.ndarray.rmsprop_update,weight,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
585,660,mxnet.ndarray.op.rcbrt,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
586,661,mxnet.ndarray.contrib.quantized_conv,max_weight,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
587,662,mxnet.contrib.ndarray.BilinearResize2D,like,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
588,663,mxnet.ndarray.LayerNorm,beta,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
589,664,mxnet.ndarray.random_pdf_gamma,alpha,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
590,665,mxnet.ndarray.op.CTCLoss,label_lengths,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
591,666,mxnet.contrib.ndarray.box_encode,matches,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
592,667,mxnet.ndarray.rmspropalex_update,g,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
593,668,mxnet.ndarray.BatchNorm,moving_mean,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
594,669,mxnet.ndarray.mp_nag_mom_update,weight32,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
595,670,mxnet.ndarray.contrib.calibrate_entropy,hist_edges,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
596,671,mxnet.ndarray.random_pdf_dirichlet,sample,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
597,672,mxnet.ndarray.op.CTCLoss,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
598,673,mxnet.ndarray.mp_lamb_update_phase1,weight32,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
599,674,mxnet.ndarray.sample_generalized_negative_binomial,mu,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
600,675,mxnet.ndarray.argmin,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
601,676,mxnet.ndarray.contrib.group_adagrad_update,grad,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
602,677,mxnet.ndarray.op.amp_cast,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
603,678,mxnet.ndarray.signum_update,grad,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
604,679,mxnet.ndarray.ROIPooling,rois,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
605,680,mxnet.ndarray.ftrl_update,grad,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
606,681,mxnet.ndarray.contrib.backward_gradientmultiplier,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
607,682,mxnet.ndarray.op.swapaxes,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
608,683,mxnet.ndarray.stack,*data,DD: NDArray[],ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
609,684,mxnet.ndarray.FullyConnected,bias,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
610,685,mxnet.contrib.ndarray.hawkesll,state,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
611,686,mxnet.ndarray.image.random_lighting,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
612,687,mxnet.ndarray.op.ROIPooling,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
613,688,mxnet.ndarray.choose_element_0index,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
614,689,mxnet.ndarray.sparse.log,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
615,690,mxnet.ndarray.image.to_tensor,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
616,691,mxnet.ndarray.op.unravel_index,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
617,692,mxnet.ndarray.transpose,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
618,693,mxnet.ndarray.rmspropalex_update,delta,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
619,694,mxnet.ndarray.op.transpose,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
620,695,mxnet.ndarray.expm1,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
621,696,mxnet.ndarray.BatchNorm,beta,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
622,697,mxnet.ndarray.linalg_trsm,A,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
623,698,mxnet.contrib.ndarray.quantized_act,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
624,699,mxnet.ndarray.op.elemwise_add,lhs,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
625,700,mxnet.ndarray.contrib.quantize,min_range,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
626,701,mxnet.ndarray.op.all_finite,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
627,702,mxnet.ndarray.contrib.quantized_fully_connected,max_bias,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
628,703,mxnet.ndarray.contrib.CTCLoss,label,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
629,704,mxnet.ndarray.sparse.retain,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
630,705,mxnet.ndarray.op.log,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
631,706,mxnet.ndarray.sparse.log2,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
632,707,mxnet.ndarray.op.broadcast_equal,rhs,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
633,708,mxnet.ndarray.op.softmax_cross_entropy,label,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
634,709,mxnet.ndarray.contrib.quantized_conv,bias,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
635,710,mxnet.ndarray.elemwise_add,rhs,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
636,711,mxnet.contrib.ndarray.fft,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
637,712,mxnet.ndarray.op.ctc_loss,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
638,713,mxnet.ndarray.op.signum_update,weight,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
639,714,mxnet.contrib.ndarray.quantized_fully_connected,weight,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
640,715,mxnet.ndarray.batch_dot,lhs,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
641,716,mxnet.ndarray.contrib.quantized_conv,max_bias,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
642,717,mxnet.ndarray.sparse.elemwise_add,lhs,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
643,718,mxnet.ndarray.random_pdf_exponential,sample,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
644,719,mxnet.ndarray.sample_negative_binomial,p,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
645,720,mxnet.ndarray.op.ftml_update,weight,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
646,721,mxnet.ndarray.shuffle,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
647,722,mxnet.contrib.ndarray.quantized_batch_norm,max_data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
648,723,mxnet.contrib.ndarray.DeformableConvolution,weight,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
649,724,mxnet.ndarray.linalg_potri,A,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
650,725,mxnet.ndarray.op.signum_update,grad,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
651,726,mxnet.ndarray.contrib.CTCLoss,label_lengths,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
652,727,mxnet.ndarray.contrib.quantize,max_range,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
653,728,mxnet.contrib.ndarray.quantized_conv,weight,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
654,729,mxnet.ndarray.contrib.CTCLoss,data_lengths,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
655,730,mxnet.ndarray.broadcast_sub,rhs,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
656,731,mxnet.contrib.ndarray.quantized_batch_norm,beta,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
657,732,mxnet.ndarray.mp_sgd_update,weight32,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
658,733,mxnet.ndarray.op.square,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
659,734,mxnet.ndarray.op.Deconvolution,bias,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
660,735,mxnet.ndarray.broadcast_to,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
661,736,mxnet.ndarray.op.gather_nd,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
662,737,mxnet.ndarray.nanprod,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
663,738,mxnet.ndarray.sin,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
664,739,mxnet.ndarray.elemwise_div,lhs,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
665,740,mxnet.ndarray.lamb_update_phase2,g,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
666,741,mxnet.ndarray.sqrt,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
667,742,mxnet.ndarray.op.linalg_trmm,A,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
668,743,mxnet.ndarray.op.broadcast_add,lhs,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
669,744,mxnet.ndarray.sparse.elemwise_sub,rhs,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
670,745,mxnet.ndarray.radians,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
671,746,mxnet.ndarray.op.SequenceMask,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
672,747,mxnet.ndarray.op.sample_multinomial,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
673,748,mxnet.ndarray.op.linalg_det,A,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
674,749,mxnet.ndarray.LogisticRegressionOutput,label,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
675,750,mxnet.ndarray.broadcast_not_equal,lhs,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
676,751,mxnet.contrib.quantization.quantize_graph,aux_params,DD: dict,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
677,752,mxnet.ndarray.RNN,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
678,753,mxnet.ndarray.depth_to_space,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
679,754,mxnet.contrib.ndarray.MultiBoxDetection,loc_pred,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
680,755,mxnet.ndarray.scatter_nd,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
681,756,mxnet.ndarray.broadcast_logical_or,rhs,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
682,757,mxnet.ndarray.Embedding,weight,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
683,758,mxnet.ndarray.op.elemwise_mul,rhs,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
684,759,mxnet.ndarray.linalg.potrf,A,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
685,760,mxnet.ndarray.op.sgd_mom_update,weight,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
686,761,mxnet.ndarray.ctc_loss,label,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
687,762,mxnet.ndarray.op.exp,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
688,841,mxnet.gluon.nn.Conv2DTranspose,use_bias,DD: bool,ONE_WORD D_TYPE,D_TYPE,,,,,,
689,842,mxnet.ndarray.utils.save,fname,DD: str,ONE_WORD D_TYPE,D_TYPE,,,,,,
690,843,mxnet.test_utils.verify_generator,success_rate,DD: float,ONE_WORD D_TYPE,D_TYPE,,,,,,
691,844,mxnet.profiler.dumps,sort_by,DD: string,ONE_WORD D_TYPE,D_TYPE,,,,,,
692,845,mxnet.gluon.nn.LeakyReLU,alpha,DD: float,ONE_WORD D_TYPE,D_TYPE,,,,,,
693,846,mxnet.contrib.onnx.export_model,onnx_file_path,DD: str,ONE_WORD D_TYPE,D_TYPE,,,,,,
694,847,mxnet.gluon.model_zoo.vision.get_model,pretrained,DD: bool,ONE_WORD D_TYPE,D_TYPE,,,,,,
695,848,mxnet.callback.log_train_metric,period,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
696,849,mxnet.profiler.set_config,continuous_dump,"DD: boolean,",ONE_WORD D_TYPE,D_TYPE,,,,,,
697,850,mxnet.gluon.nn.Dense,activation,DD: str,ONE_WORD D_TYPE,D_TYPE,,,,,,
698,851,mxnet.test_utils.verify_generator,nsamples,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
699,852,mxnet.recordio.pack_img,img_fmt,DD: str,ONE_WORD D_TYPE,D_TYPE,,,,,,
700,853,mxnet.image.CreateDetAugmenter,rand_pad,DD: float,ONE_WORD D_TYPE,D_TYPE,,,,,,
701,854,mxnet.gluon.contrib.rnn.LSTMPCell,hidden_size,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
702,855,mxnet.contrib.ndarray.gradientmultiplier,scalar,DD: float,ONE_WORD D_TYPE,D_TYPE,,,,,,
703,856,mxnet.gluon.nn.AvgPool1D,pool_size,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
704,857,mxnet.recordio.unpack,s,DD: str,ONE_WORD D_TYPE,D_TYPE,,,,,,
705,858,mxnet.util.set_np,shape,DD: bool,ONE_WORD D_TYPE,D_TYPE,,,,,,
706,859,mxnet.contrib.quantization.quantize_model,calib_mode,DD: str,ONE_WORD D_TYPE,D_TYPE,,,,,,
707,860,mxnet.gluon.model_zoo.vision.get_model,name,DD: str,ONE_WORD D_TYPE,D_TYPE,,,,,,
708,861,mxnet.contrib.ndarray.backward_gradientmultiplier,scalar,DD: float,ONE_WORD D_TYPE,D_TYPE,,,,,,
709,862,mxnet.image.CreateAugmenter,rand_mirror,DD: bool,ONE_WORD D_TYPE,D_TYPE,,,,,,
710,863,mxnet.gluon.rnn.LSTM,hidden_size,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
711,1035,mxnet.test_utils.np_reduce,numpy_reduce_func,DD: function,ONE_WORD function,,,,,,,
712,1036,mxnet.test_utils.chi_square_check,generator,DD: function,ONE_WORD function,,,,,,,
713,1037,mxnet.gluon.nn.PReLU,alpha_initializer,DD: Initializer,ONE_WORD Initializer,,,,,,,
714,1065,mxnet.gluon.contrib.rnn.VariationalDropoutCell,base_cell,DD: RecurrentCell,ONE_WORD RecurrentCell,,,,,,,
715,1069,mxnet.ndarray.full,val,DD: scalar,ONE_WORD scalar,,,,,0,,
716,1089,mxnet.test_utils.check_symbolic_forward,sym,DD: Symbol,ONE_WORD Symbol,,,,,,,
